_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1237,1976021,16175524,39,M,W,2016-09-16T19:05:00,"Highland Park Brg RAMP Pittsburgh, PA 15206",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I,"Highland Park Brg RAMP Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1201,,,0,0
2514,1977663,16204586,25,M,W,2016-10-30T03:30:00,"5200 Block Lotus WY Pittsburgh, PA 15201","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","5200 Block Lotus WY Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.95167136,40.47852792
2604,1977840,16207889,30,M,B,2016-11-04T02:18:00,"Bennett ST & Durango WY Pittsburgh, PA 15221",5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 13(a)(31) Marijuana: Possession Small Amount,"Bennett ST & Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88845816,40.45459781
64,1975032,16154937,29,M,B,2016-08-18T20:24:00,"700 Block Johnston AV Pittsburgh, PA 15207","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 6110.2 Possesion of Firearm with Altered Mfg. Number","700 Block Johnston AV Pittsburgh, PA 15207",Glen Hazel,4,1504,5,3,-79.93341101,40.40578844
4702,1980475,17009786,22,M,B,2017-01-16T21:20:00,"2400 Block Chauncey DR Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"2400 Block Chauncey DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97459725,40.44992033
67,1974460,16131237,45,M,B,2016-08-22T10:15:00,"900 Block 2ND AV Pittsburgh, PA 15219","903 Criminal Conspiracy. / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","200 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.95688887,40.44042041
3574,1979112,16228814,34,M,W,2016-12-08T01:45:00,"East ST & Hazlett ST Pittsburgh, PA 15214",3361  Driving Vehicle at Safe Speed. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"East ST & Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,6,1,-80.00517196,40.4746369
4287,1980023,16203244,57,M,B,2017-01-20T14:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",3934 Theft from Vehicle,"50 Block 11th ST Pittsburgh, PA 15222",Central Business District,2,201,3,4,-79.98767223,40.42895953
1018,1975731,16168222,52,M,W,2016-09-06T17:35:00,"Coral ST & S Evaline ST Pittsburgh, PA 15224",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Coral ST & S Evaline ST Pittsburgh, PA 15224",Bloomfield,5,809,7,2,-79.94127104,40.46415331
4290,1980026,16223933,26,M,B,2017-01-19T13:48:00,"900 Block 2nd AV Pittsburgh, PA 15219",1301 Registration and Certificate of Title Required. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property,"Cape May AV & West Liberty AV Pittsburgh, PA 15226",Beechview,6,1916,4,5,-80.0177798,40.40844885
4291,1980027,16226703,36,M,W,2017-01-19T10:35:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Boyd ST & Watson ST Pittsburgh, PA 15219",Bluff,2,103,6,6,-79.99329626,40.43829425
1520,1976392,16174597,17,F,B,2016-09-26T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",3301 Arson  / 3304 Criminal Mischief. / 3301(d) Reckless Burning or Exploding,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",Homewood West,5,1207,9,2,-79.90014173,40.46041084
69,1974974,16150703,24,F,B,2016-09-06T11:00:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"100 Block Sheffield ST Pittsburgh, PA 15233",Fineview,1,2509,6,1,-80.01979575,40.45410332
4703,1980476,17009851,32,F,B,2017-01-16T23:57:00,"200 Block Bonvue ST Pittsburgh, PA 15214",2702 Aggravated Assault. / 3502 Burglary.,"200 Block Bonvue ST Pittsburgh, PA 15214",Perry North,1,2602,1,1,-80.01562416,40.49005112
2742,1978021,16210999,24,M,B,2016-11-08T21:09:00,"31st St BRDG & butler Pittsburgh, PA 15201",903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3702 Robbery of Motor Vehicle. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"Hawthorne ST & Farmington ST Pittsburgh, PA 15201",Stanton Heights,5,1018,7,2,-79.93455783,40.4848953
1794,1976739,16188639,49,M,W,2016-10-05T22:50:00,"300 Block Stanhope ST Pittsburgh, PA 15204",9501 Bench Warrant,"300 Block Stanhope ST Pittsburgh, PA 15204",Esplen,6,2017,2,5,-80.05606954,40.46368452
3054,1978417,16216603,36,M,B,2016-11-17T16:16:00,"California AV & A ST Pittsburgh, PA 15212","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals.","California AV & A ST Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.01898728,40.45927106
1111,1975875,16167674,47,F,W,2016-09-06T00:54:00,"1300 Block Beechview AV Pittsburgh, PA 15216",2701 Simple Assault.,"1300 Block Beechview AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02529919,40.4161926
3055,1978418,16216603,39,F,B,2016-11-17T16:16:00,"California AV & A ST Pittsburgh, PA 15212",903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License.,"California AV & A ST Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.01898728,40.45927106
3056,1978419,16216607,40,M,W,2016-11-17T18:45:00,"I-376 RAMP & I-376 Pittsburgh, PA 15219","5507 Obstructing Highways and Passages. / 602.04(b)(1)(a) Panhandling-Hindrance to traffic: Intentionally block, obstruct, or interfere with Orderly flow of vehicles or pedestrians","I-376 RAMP & I-376 Pittsburgh, PA 15219",Bluff,2,103,3,3,-79.95540196,40.428222
72,1975063,16157446,22,M,B,2016-08-22T13:30:00,"900 Block Gibson ST Pittsburgh, PA 15220",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,"900 Block Gibson ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03820991,40.44423898
4705,1980478,17011622,26,M,B,2017-01-19T17:37:00,"200 Block Dinwiddie ST Pittsburgh, PA 15219",3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer,"Ledlie ST & Bedford AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98272304,40.44636939
2744,1978023,16211508,25,M,W,2016-11-09T17:36:00,"Allequippa ST & Robinson ST Pittsburgh, PA 15213",13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,"Allequippa ST & Robinson ST Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.96575708,40.44281876
1815,1976760,16143066,31,M,W,2016-08-02T02:41:00,"100 Block Southern AV Pittsburgh, PA 15211","2702 Aggravated Assault. / 2706 Terroristic Threats. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct","100 Block Southern AV Pittsburgh, PA 15211",Mount Washington,3,1915,2,5,-80.0091631,40.42704095
3020,1978371,16152715,23,M,B,2016-11-22T18:06:00,"600 Block 1st AV Pittsburgh, PA 15219",3934 Theft from Vehicle,"2500 Block 5th AV Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.96819829,40.43639479
3059,1978422,16218707,31,M,B,2016-11-21T01:44:00,"700 Block Junilla ST Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block Junilla ST Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97246499,40.44965592
3060,1978423,16218594,40,M,W,2016-11-20T20:06:00,"300 Block Cedar AV Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession / 2709 Harassment (Non-Specific) / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
3236,1978657,16222530,37,M,W,2016-11-28T01:50:00,"Washington PL & Centre AV Pittsburgh, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"Washington PL & Centre AV Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99153026,40.440468
2891,1978215,16083108,38,F,W,2016-11-30T20:45:00,"900 Block 2ND AV Pittsburgh, PA 15219",5105 Hindering Apprehension or Prosecution.,"2000 Block Lautner ST Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.97885181,40.46794196
3063,1978426,16189126,22,M,B,2016-12-01T17:10:00,"100 Block E Bridge ST Homestead, PA 15120",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.,"7100 Block Everton ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1202,9,2,-79.89240698,40.46288431
1239,1976023,16175569,34,M,W,2016-09-16T18:59:00,"600 Block Cedar AV Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(i) Actual Communication,"600 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00113002,40.45290228
73,1974834,16153306,25,M,W,2016-08-16T15:20:00,"300 Block Cedar AV Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
3066,1978429,16192546,15,M,B,2016-12-01T17:30:00,"1000 Block Hill AV Wikinsburg, PA 15221",903 Criminal Conspiracy. / 3701 Robbery.,"7900 Block Susquehanna ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88724311,40.44916841
4321,1980059,16240914,57,M,B,2017-01-18T15:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 3934 Theft from Vehicle,"600 Block W General Robinson ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.00668293,40.4478962
419,1974764,16149391,24,F,W,2016-08-10T23:50:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98330671,40.42868483
2764,1978043,16171196,21,M,W,2016-11-19T21:30:00,"600 Block 1st AV Pittsburgh, PA 15219",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1400 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98403098,40.42864859
2765,1978044,16171196,21,M,W,2016-11-19T21:30:00,"600 Block 1st AV Pittsburgh, PA 15219",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1400 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98403098,40.42864859
248,1974715,16144571,51,M,W,2016-08-04T06:19:00,"50 Block 11th ST Pittsburgh, PA 15222",3503 Criminal Trespass / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,"50 Block 11th ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,3,4,-79.98767223,40.42895953
4721,1980494,16211637,24,F,B,2017-01-29T02:55:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault.,"7600 Block Kelly ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.89061907,40.45394358
1529,1976401,16180549,41,F,B,2016-09-24T00:43:00,"600 Block Industry ST Pittsburgh, PA 15210",2702 Aggravated Assault.,"600 Block Industry ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99734891,40.42067989
2747,1978026,16211545,22,M,W,2016-11-09T19:02:00,"Armstrong TUN & Forbes AV Pittsburgh, PA 15219",13(a)(6) Counterfeiting Labels / 13(a)(16) Possession of Controlled Substance,"Armstrong TUN & Forbes AV Pittsburgh, PA 15219",Bluff,2,103,,,0,0
1241,1976025,16175608,63,F,B,2016-09-16T20:10:00,"6200 Block Penn AV Pittsburgh, PA 15206",3929 Retail Theft.,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
3068,1978431,16193821,38,F,W,2016-11-21T10:35:00,"600 Block 1ST AV Pittsburgh, PA 15219",4101 Forgery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"4300 Block Tesla ST Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.93670855,40.42106925
3837,1979440,16236266,25,M,W,2017-01-04T10:50:00,Zone 1,4915 Failure to Comply with Megans Law,Zone 1,,1,,,,,
984,1975685,16097598,22,M,B,2016-09-25T04:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"50 Block Marshall AV Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.01050665,40.47525228
1247,1976031,16170056,25,F,B,2016-09-29T18:00:00,"600 Block 1ST AV Pittsburgh, PA 15219",2701 Simple Assault.,"Beltzhoover AV & Climax ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99734453,40.42000691
1249,1976033,16171605,21,M,B,2016-10-01T00:01:00,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief.,"S 14th ST & E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98414574,40.42879918
1304,1976093,16172676,42,M,B,2016-09-12T17:25:00,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629786,40.45739668
2575,1977778,16179413,37,F,B,2016-11-17T23:54:00,Zone 2,"2702 Aggravated Assault. / 4304(a)(1) Endangering Welfare of Children. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",Zone 6,,6,,,,,
4293,1980029,16239177,36,M,W,2017-01-19T13:46:00,"1400 Block Locust ST Pittsburgh, PA 15219",903 Criminal Conspiracy. / 4304(a)(1) Endangering Welfare of Children. / 13(a)(31) Marijuana: Possession Small Amount,"2800 Block Banksville RD Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.04014547,40.40491494
4294,1980030,17003138,52,M,W,2017-01-20T02:30:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault. / 3304 Criminal Mischief.,"100 Block Poplargrove ST Pittsburgh, PA 15210",Central Business District,2,201,4,4,-79.98642069,40.39612055
4295,1980031,17003734,25,M,B,2017-01-19T13:35:00,"600 Block 1st AV Pittsburgh, PA 15219",3502 Burglary.,"900 Block Mina ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99918422,40.46894945
74,1975020,16157206,23,M,B,2016-08-22T02:56:00,"Fountain ST & Sandusky ST N Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 13(a)(31) Marijuana: Possession Small Amount,"Fountain ST & Sandusky ST Pittsburgh, PA 15212",Central Northside,1,2206,6,1,-80.00553337,40.45897216
75,1975021,16157206,22,F,B,2016-08-22T02:56:00,"Fountain ST & Sandusky ST N Pittsburgh, PA 15212",9501 Bench Warrant,"Fountain ST & Sandusky ST Pittsburgh, PA 15212",Central Northside,1,2206,6,1,-80.00553337,40.45897216
80,1974545,16146642,25,M,W,2016-08-09T23:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"1800 Block Banksville RD Pittsburgh, PA 15216",Beechview,6,1920,2,5,-80.0322774,40.40892293
1157,1975930,16173575,29,M,B,2016-09-13T22:51:00,"3000 Block Arlington AV Pittsburgh, PA 15210",6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount,"3000 Block Arlington AV Pittsburgh, PA 15210",Arlington Heights,3,1604,3,4,-79.9656533,40.41728634
83,1974769,16151653,42,M,W,2016-08-14T01:01:00,"Silver Lake DR & Washington BL Pittsburgh, PA 15206",9501 Bench Warrant,"Silver Lake DR & Washington BL Pittsburgh, PA 15206",Homewood West,5,1207,9,2,-79.90559538,40.46225948
3950,1979599,16237196,41,M,W,2016-12-21T18:25:00,"500 Block Kearns AV Pittsburgh, PA 15220",907 Possessing Instruments of Crime. / 2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 2703.1 Aggravated Harassment by Prisoner,"500 Block Kearns AV Pittsburgh, PA 15220",Westwood,6,2811,2,5,-80.0389375,40.43338104
3189,1978599,16218855,16,F,B,2016-12-01T10:43:00,"600 Block 1ST AV PITTSBURGH, PA 15219",908 Prohibited Offensive Weapons. / 912 Possession of Weapon on School Property.,"2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92063357,40.43002809
3585,1979123,16228037,45,M,B,2016-12-13T20:20:00,"600 Block 1st AV Pittsburgh, PA 15219",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"400 Block N Murtland ST Pittsburgh, PA 15208",Point Breeze North,4,1405,8,3,-79.9078747,40.44797618
1817,1976762,16187875,52,M,B,2016-10-04T20:01:00,"500 Block Industry ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"Climax ST & Beltzhoover AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99734453,40.42000691
1821,1976776,16190473,39,M,B,2016-10-08T13:40:00,"5500 Block Centre AV Pittsburgh, PA 15233",3929 Retail Theft.,"5500 Block Centre AV Pittsburgh, PA 15233",Shadyside,4,709,7,2,-79.93643514,40.45663345
4297,1980033,17004303,34,M,W,2017-01-08T01:59:00,"West Liberty AV & Cape May AV Pittsburgh, PA 15226",3714 Careless Driving / 3802(a)(1) DUI - General Impairment,"West Liberty AV & Cape May AV Pittsburgh, PA 15226",Beechview,6,1916,4,5,-80.0177798,40.40844885
4339,1980077,17001858,23,M,W,2017-01-05T22:50:00,"900 Block 2ND AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 3921 Theft by Unlawful Taking or Disposition.,"3200 Block Fadette ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06685186,40.45241137
86,1974821,16147809,28,M,W,2016-08-08T19:52:00,"2100 Block Brownsville RD Pittsburgh, PA 15210",2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 4304(a)(1) Endangering Welfare of Children.,"2100 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.98735091,40.39183252
88,1975530,16165929,25,F,W,2016-09-03T04:40:00,"Bigelow SQ Pittsburgh, PA 15219",2701 Simple Assault.,"Bigelow SQ Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,6,6,-79.99440381,40.44078618
4709,1980482,16242485,24,M,W,2017-01-28T18:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",4906 False Reports to Law Enforcement Authorities. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4120 Identity Theft / 4914 False Identification to Law Enforcement Authorities / 3503.B1II DEF. TRESPASS POSTED,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00544754,40.45893258
4710,1980483,17002146,53,F,B,2017-01-26T11:02:00,"3100 Block Brighton RD Pittsburgh, PA 15212",2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,"100 Block Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.00307697,40.4759708
3966,1979617,16239717,44,F,B,2016-12-29T21:22:00,"600 Block 1st AV Pittsburgh, PA 15219",2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,"7300 Block Hamilton AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89564429,40.45401652
89,1975536,16165979,32,M,W,2016-09-03T08:00:00,"100 Block S 13th ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"100 Block S 13th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98545585,40.42704846
1824,1976779,16190581,38,M,W,2016-10-08T17:42:00,"3200 Block E Carson ST Pittsburgh, PA 15203",1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 13(a)(32) Paraphernalia - Use or Possession,"3200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,2,5,-80.05031095,40.46153932
92,1975276,16157125,24,M,B,2016-08-21T23:28:00,"300 Block Birmingham AV Pittsburgh, PA 15210","2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","300 Block Birmingham AV Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.98401857,40.40279274
1826,1976781,16190603,22,F,W,2016-10-08T18:30:00,"5100 Block Ladora WY Pittsburgh, PA 15207",13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass,"5100 Block Ladora WY Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.94715988,40.40639442
2615,1977860,16207493,15,F,B,2016-11-08T14:07:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503 Disorderly Conduct.,"1900 Block CLAYTON AV PITTSBURGH, PA 15214",Perry South,4,2614,6,1,-80.01041272,40.46176709
4043,1979718,16239244,29,M,W,2017-01-03T16:28:00,"200 Block Clover ST Pittsburgh, PA 15210",2701 Simple Assault. / 3304 Criminal Mischief. / 3502 Burglary. / 3503 Criminal Trespass,"200 Block Clover ST Pittsburgh, PA 15210",Arlington,3,1603,3,4,-79.9716703,40.41595935
2531,1977700,16204134,40,F,B,2016-11-01T16:10:00,"600 Block 1st AV Pittsburgh, PA 15219",2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"4900 Block 2nd AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9440557,40.40990781
93,1975384,16029218,32,M,W,2016-09-01T03:45:00,"900 Block 2nd AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"800 Block Concord ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99792377,40.45756351
4711,1980484,17002146,33,F,W,2017-01-26T19:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,"100 Block Hazlett ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.00307697,40.4759708
4712,1980485,17008684,29,M,B,2017-01-27T02:05:00,"900 Block 2ND AV Pittsburgh, PA 15219",2706 Terroristic Threats.,"Brownsville RD & Bausman ST Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.9880386,40.41443424
94,1975511,16165050,16,M,B,2016-09-01T23:22:00,"7300 Block Frankstown AV Pittsburgh, PA 15208",6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor / 4914 False Identification to Law Enforcement Authorities,"7300 Block Frankstown AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89405819,40.45693837
1634,1976526,16071883,,M,B,2016-10-15T14:10:00,"900 Block 2nd AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition.,"7400 Block Monticello ST Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89101264,40.45831363
2749,1978028,16211585,53,M,W,2016-11-09T20:40:00,"400 Block Market ST Pittsburgh, PA 15222","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","400 Block Market ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00232247,40.44092956
3319,1978761,16223002,67,M,B,2016-11-28T20:52:00,"300 Block Cedar AV Pittsburgh, PA 15212",3929 Retail Theft.,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
4060,1979747,16241095,32,F,B,2016-12-29T11:48:00,"500 Block Alpine AV Pittsburgh, PA 15212",2702 Aggravated Assault.,"100 Block Steuben ST Pittsburgh, PA 15220",West End,6,2019,2,5,-80.03247049,40.44280268
4715,1980488,16162073,54,M,W,2017-01-30T17:12:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"3400 Block Dawson ST Pittsburgh, PA 15213",Central Oakland,4,406,3,3,-79.9528472,40.43455014
3556,1979088,16227331,25,F,B,2016-12-05T18:29:00,"300 Block 6th AV Pittsburgh, PA 15222",3929 Retail Theft.,"300 Block 6th AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99945175,40.44165074
4299,1980035,17004343,25,M,B,2017-01-08T03:07:00,"6500 Block Hamilton AV Pittsburgh, PA 15206",6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 6110.2 Possesion of Firearm with Altered Mfg. Number,"6500 Block Hamilton AV Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91426243,40.45898447
4432,1980182,17006068,19,F,B,2017-01-11T02:00:00,"2000 Block West Liberty AV Pittsburgh, PA 15226",3714 Careless Driving / 3802(d)(2) DUI - Drug - Impaired Ability,"2000 Block West Liberty AV Pittsburgh, PA 15226",Beechview,6,1920,7,6,-79.9830894,40.45099761
